schedule_id,staff_id,date,shift_type,start_time,end_time,location,assignments,breaks,overtime,quality_metrics,notes
SCH001026,DOC0017,2025-07-03,On-Call,2025-07-03 00:00:02.452019,2025-07-03 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training'], 'patient_load': 7, 'supervision': 'Supervised', 'special_assignments': ['Code Team']}","{'lunch': 37, 'short_breaks': 2, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.53362000305631, 'documentation_completion': 0.8238370347296445, 'protocol_adherence': 0.9520899779752333, 'team_collaboration': 4.129770030157694}",Team building activities
SCH001027,DOC0017,2025-07-04,Night,2025-07-04 20:00:02.452019,2025-07-05 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Training', 'Documentation'], 'patient_load': 2, 'supervision': 'None', 'special_assignments': ['Code Team']}","{'lunch': 60, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.7621015752281477, 'documentation_completion': 0.8119900380438505, 'protocol_adherence': 0.9769780773449586, 'team_collaboration': 4.912301342385238}",Team building activities
SCH001028,DOC0017,2025-07-05,On-Call,2025-07-05 00:00:02.452019,2025-07-05 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation'], 'patient_load': 1, 'supervision': 'None', 'special_assignments': []}","{'lunch': 52, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.163738823347672, 'documentation_completion': 0.9686501091725159, 'protocol_adherence': 0.9108382144166737, 'team_collaboration': 3.5110332641717306}",Regular shift
SCH001029,DOC0017,2025-07-06,Day,2025-07-06 08:00:02.452019,2025-07-06 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training'], 'patient_load': 3, 'supervision': 'None', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 59, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.230011356643324, 'documentation_completion': 0.8838046711152033, 'protocol_adherence': 0.9197136522406869, 'team_collaboration': 3.7165515706276153}",New protocol implementation
SCH001030,DOC0017,2025-07-07,On-Call,2025-07-07 00:00:02.452019,2025-07-07 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance'], 'patient_load': 4, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 38, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': False, 'hours': 2, 'reason': 'Emergency'}","{'patient_satisfaction': 4.224673275789961, 'documentation_completion': 0.9743344350600083, 'protocol_adherence': 0.917528413256538, 'team_collaboration': 4.803081998179605}",Quality improvement focus
SCH001031,DOC0017,2025-07-08,Day,2025-07-08 08:00:02.452019,2025-07-08 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Quality Assurance', 'Patient Care'], 'patient_load': 4, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 42, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.517572751209199, 'documentation_completion': 0.8027219089766701, 'protocol_adherence': 0.9806242955566518, 'team_collaboration': 4.482800643452055}",Training day
SCH001032,DOC0017,2025-07-09,On-Call,2025-07-09 00:00:02.452019,2025-07-09 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation'], 'patient_load': 10, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 58, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': False, 'hours': 3, 'reason': 'Training'}","{'patient_satisfaction': 3.988639340311319, 'documentation_completion': 0.8986704004026685, 'protocol_adherence': 0.960696158913025, 'team_collaboration': 4.578285632860227}",Quality improvement focus
SCH001033,DOC0017,2025-07-10,On-Call,2025-07-10 00:00:02.452019,2025-07-10 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Patient Care', 'Training'], 'patient_load': 9, 'supervision': 'None', 'special_assignments': []}","{'lunch': 44, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.57131285616689, 'documentation_completion': 0.8099005249409746, 'protocol_adherence': 0.9022488788721414, 'team_collaboration': 3.958352766491585}",Team building activities
SCH001034,DOC0017,2025-07-11,On-Call,2025-07-11 00:00:02.452019,2025-07-11 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Training'], 'patient_load': 3, 'supervision': 'None', 'special_assignments': []}","{'lunch': 54, 'short_breaks': 4, 'break_duration': 10}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.671744309108371, 'documentation_completion': 0.8673272969161356, 'protocol_adherence': 0.9924546447722971, 'team_collaboration': 4.4027339354477055}",New protocol implementation
SCH001035,DOC0017,2025-07-12,Day,2025-07-12 08:00:02.452019,2025-07-12 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation'], 'patient_load': 4, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 46, 'short_breaks': 4, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.651192051029151, 'documentation_completion': 0.8273015987622375, 'protocol_adherence': 0.9865407321778411, 'team_collaboration': 3.5250396036199096}",Regular shift
SCH001036,DOC0017,2025-07-13,On-Call,2025-07-13 00:00:02.452019,2025-07-13 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Documentation'], 'patient_load': 2, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 39, 'short_breaks': 3, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.677459296850648, 'documentation_completion': 0.9406702397100077, 'protocol_adherence': 0.9924403678216847, 'team_collaboration': 3.906369458771974}",Quality improvement focus
SCH001037,DOC0017,2025-07-14,On-Call,2025-07-14 00:00:02.452019,2025-07-14 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance'], 'patient_load': 6, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response']}","{'lunch': 39, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.7458929795347458, 'documentation_completion': 0.8130771296633899, 'protocol_adherence': 0.9898108468983116, 'team_collaboration': 4.128105414824208}",Team building activities
SCH001038,DOC0018,2025-05-15,Night,2025-05-15 20:00:02.452019,2025-05-16 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Quality Assurance', 'Documentation'], 'patient_load': 10, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 36, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.7359727543025603, 'documentation_completion': 0.9341926870565794, 'protocol_adherence': 0.9743552996770235, 'team_collaboration': 4.509879447868957}",Team building activities
SCH001039,DOC0018,2025-05-16,On-Call,2025-05-16 00:00:02.452019,2025-05-16 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Quality Assurance', 'Documentation'], 'patient_load': 2, 'supervision': 'None', 'special_assignments': []}","{'lunch': 59, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.894805596679901, 'documentation_completion': 0.9122385114336935, 'protocol_adherence': 0.9439027269715754, 'team_collaboration': 4.241405897876301}",Quality improvement focus
SCH001040,DOC0018,2025-05-17,Night,2025-05-17 20:00:02.452019,2025-05-18 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation'], 'patient_load': 3, 'supervision': 'None', 'special_assignments': []}","{'lunch': 52, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': True, 'hours': 1, 'reason': 'Training'}","{'patient_satisfaction': 3.837908198300897, 'documentation_completion': 0.8284643124587193, 'protocol_adherence': 0.9921544242456423, 'team_collaboration': 4.575260791566296}",New protocol implementation
SCH001041,DOC0018,2025-05-18,Night,2025-05-18 20:00:02.452019,2025-05-19 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Patient Care', 'Documentation'], 'patient_load': 9, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 48, 'short_breaks': 4, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.142949585833668, 'documentation_completion': 0.966401623571301, 'protocol_adherence': 0.9197268187246396, 'team_collaboration': 4.73417497763206}",Quality improvement focus
SCH001042,DOC0018,2025-05-19,On-Call,2025-05-19 00:00:02.452019,2025-05-19 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Training', 'Patient Care'], 'patient_load': 5, 'supervision': 'None', 'special_assignments': []}","{'lunch': 57, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.7457276059921383, 'documentation_completion': 0.9578527509950732, 'protocol_adherence': 0.9895892558423877, 'team_collaboration': 4.572827285059805}",Regular shift
SCH001043,DOC0018,2025-05-20,On-Call,2025-05-20 00:00:02.452019,2025-05-20 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care'], 'patient_load': 10, 'supervision': 'Supervising', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 53, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.688401766703318, 'documentation_completion': 0.9928875491474547, 'protocol_adherence': 0.9521377727886913, 'team_collaboration': 4.656563497818631}",Team building activities
SCH001044,DOC0018,2025-05-21,Night,2025-05-21 20:00:02.452019,2025-05-22 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Documentation'], 'patient_load': 5, 'supervision': 'None', 'special_assignments': ['Rapid Response']}","{'lunch': 54, 'short_breaks': 2, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.934347728891791, 'documentation_completion': 0.9584117663097443, 'protocol_adherence': 0.9720200464346112, 'team_collaboration': 4.178339935902565}",Regular shift
SCH001045,DOC0018,2025-05-22,On-Call,2025-05-22 00:00:02.452019,2025-05-22 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care'], 'patient_load': 1, 'supervision': 'None', 'special_assignments': []}","{'lunch': 40, 'short_breaks': 2, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.7628013527537294, 'documentation_completion': 0.9389084578906302, 'protocol_adherence': 0.9611110680726922, 'team_collaboration': 4.173716628776751}",Training day
SCH001046,DOC0018,2025-05-23,Night,2025-05-23 20:00:02.452019,2025-05-24 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': ['Code Team']}","{'lunch': 45, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.6418958088415465, 'documentation_completion': 0.8532547130578803, 'protocol_adherence': 0.9862412626434756, 'team_collaboration': 4.978118726192851}",Training day
SCH001047,DOC0018,2025-05-24,Night,2025-05-24 20:00:02.452019,2025-05-25 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Documentation'], 'patient_load': 2, 'supervision': 'None', 'special_assignments': []}","{'lunch': 49, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.759932733643269, 'documentation_completion': 0.8071786979836586, 'protocol_adherence': 0.9825176866437361, 'team_collaboration': 4.9294767311636605}",Quality improvement focus
SCH001048,DOC0018,2025-05-25,Night,2025-05-25 20:00:02.452019,2025-05-26 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 4, 'supervision': 'Supervised', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 37, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 3.679472154960095, 'documentation_completion': 0.9681876361911905, 'protocol_adherence': 0.939943427887752, 'team_collaboration': 4.323335425060484}",New protocol implementation
SCH001049,DOC0018,2025-05-26,Day,2025-05-26 08:00:02.452019,2025-05-26 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Training', 'Patient Care'], 'patient_load': 3, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response']}","{'lunch': 48, 'short_breaks': 2, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.265269110547122, 'documentation_completion': 0.9670088168426851, 'protocol_adherence': 0.9013624858370817, 'team_collaboration': 4.960474299919614}",Training day
SCH001050,DOC0018,2025-05-27,Day,2025-05-27 08:00:02.452019,2025-05-27 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance', 'Training'], 'patient_load': 6, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response', 'Rapid Response']}","{'lunch': 39, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.492074969054162, 'documentation_completion': 0.811725123865226, 'protocol_adherence': 0.9754687650594089, 'team_collaboration': 4.094060267608481}",Training day
SCH001051,DOC0018,2025-05-28,Day,2025-05-28 08:00:02.452019,2025-05-28 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Quality Assurance'], 'patient_load': 4, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 31, 'short_breaks': 4, 'break_duration': 12}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.745388518995112, 'documentation_completion': 0.8163677520815036, 'protocol_adherence': 0.9036933612660747, 'team_collaboration': 4.436270009981998}",Training day
SCH001052,DOC0018,2025-05-29,On-Call,2025-05-29 00:00:02.452019,2025-05-29 23:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Documentation'], 'patient_load': 1, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 55, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.122280077901296, 'documentation_completion': 0.9429603014460107, 'protocol_adherence': 0.9270518364982293, 'team_collaboration': 4.451660686684665}",New protocol implementation
SCH001053,DOC0018,2025-05-30,Day,2025-05-30 08:00:02.452019,2025-05-30 20:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Documentation', 'Patient Care', 'Quality Assurance'], 'patient_load': 9, 'supervision': 'None', 'special_assignments': []}","{'lunch': 46, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.081391822545064, 'documentation_completion': 0.9742902929458586, 'protocol_adherence': 0.9565644035478702, 'team_collaboration': 4.873303403548324}",Quality improvement focus
SCH001054,DOC0018,2025-05-31,Night,2025-05-31 20:00:02.452019,2025-06-01 08:00:02.452019,Emergency,"{'primary_role': 'Doctor', 'secondary_roles': ['Patient Care', 'Training', 'Quality Assurance'], 'patient_load': 1, 'supervision': 'None', 'special_assignments': ['Rapid Response']}","{'lunch': 36, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.259005276186314, 'documentation_completion': 0.8962266586236516, 'protocol_adherence': 0.9399119010142084, 'team_collaboration': 4.689792203490262}",New protocol implementation
